Name,Budget,Lease Duration,Furnishing,Smoking/Drinking,Guests Allowed,Daily Routine
Avni_316,25000,Long-term,Furnished,No,No,Night Owl
Avni_199,10000,Long-term,Furnished,Occasionally,No,Night Owl
Priya_366,12000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Vivaan_380,12000,Long-term,Unfurnished,No,No,Night Owl
Pallavi_80,7000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Divya_277,20000,Long-term,Unfurnished,Occasionally,Yes,Night Owl
Neha_186,12000,Short-term,Unfurnished,Yes,Yes,Night Owl
Aryan_78,25000,Long-term,Furnished,No,Occasionally,Night Owl
Pallavi_49,20000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Kavya_159,20000,Short-term,Furnished,Occasionally,No,Night Owl
Pallavi_107,5000,Short-term,Furnished,No,Yes,Day Scholar
Swati_51,10000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Vivaan_281,5000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Ishita_363,7000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Pallavi_267,12000,Short-term,Unfurnished,No,No,Day Scholar
Yash_172,7000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Preeti_98,10000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Kabir_139,20000,Short-term,Furnished,No,No,Night Owl
Aniket_367,7000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Priya_276,20000,Long-term,Unfurnished,No,Yes,Night Owl
Divya_297,15000,Long-term,Furnished,No,Occasionally,Day Scholar
Rahul_347,7000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Sarita_424,5000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Aryan_50,25000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Sneha_39,5000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Tanya_74,25000,Long-term,Unfurnished,No,Yes,Night Owl
Ishaan_90,15000,Long-term,Semi-furnished,Yes,No,Day Scholar
Aanya_2,7000,Short-term,Furnished,No,Occasionally,Day Scholar
Arjun_445,10000,Short-term,Furnished,Yes,Yes,Day Scholar
Aarav_242,10000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Pallavi_11,20000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Aniket_94,25000,Long-term,Unfurnished,Yes,No,Night Owl
Sarita_157,15000,Short-term,Unfurnished,No,Yes,Day Scholar
Vikram_26,12000,Long-term,Furnished,Yes,Occasionally,Night Owl
Yash_354,12000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Aryan_414,12000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Tanya_117,15000,Long-term,Semi-furnished,Occasionally,No,Day Scholar
Meera_170,5000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Aryan_424,12000,Short-term,Unfurnished,No,No,Day Scholar
Sneha_333,5000,Short-term,Furnished,Yes,Yes,Night Owl
Kavya_33,25000,Short-term,Semi-furnished,Yes,No,Day Scholar
Siddharth_251,5000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Swati_165,15000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Meera_330,15000,Long-term,Furnished,No,Occasionally,Night Owl
Nisha_464,15000,Long-term,Unfurnished,No,No,Day Scholar
Riya_451,7000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Rahul_235,5000,Long-term,Unfurnished,No,Yes,Night Owl
Aniket_169,5000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Aryan_467,15000,Long-term,Unfurnished,Yes,No,Day Scholar
Aanya_129,15000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Vikram_87,20000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Avni_471,12000,Short-term,Furnished,Yes,Yes,Day Scholar
Pallavi_416,12000,Long-term,Furnished,No,No,Night Owl
Arjun_125,15000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Avni_203,5000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Saanvi_393,7000,Short-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Aditya_433,5000,Long-term,Furnished,No,Yes,Day Scholar
Kabir_57,25000,Short-term,Furnished,Occasionally,Yes,Night Owl
Manish_438,25000,Long-term,Unfurnished,No,Yes,Night Owl
Avni_426,12000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Siddharth_78,12000,Long-term,Unfurnished,No,Occasionally,Day Scholar
Tanya_467,25000,Long-term,Furnished,Occasionally,No,Night Owl
Aniket_270,20000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Simran_286,10000,Long-term,Furnished,Yes,Yes,Night Owl
Kabir_390,5000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Ananya_305,10000,Short-term,Unfurnished,No,Occasionally,Night Owl
Vihaan_348,15000,Short-term,Semi-furnished,Yes,No,Night Owl
Aanya_426,20000,Long-term,Unfurnished,No,Occasionally,Night Owl
Aanya_330,15000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Kavya_136,20000,Long-term,Semi-furnished,Yes,No,Night Owl
Ishita_279,12000,Short-term,Semi-furnished,No,Yes,Day Scholar
Saanvi_153,5000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Krishna_443,12000,Short-term,Furnished,Occasionally,Yes,Day Scholar
Neha_88,25000,Short-term,Unfurnished,Yes,Yes,Night Owl
Neha_70,7000,Long-term,Furnished,Occasionally,No,Day Scholar
Simran_446,5000,Short-term,Semi-furnished,No,Yes,Day Scholar
Tanya_314,5000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Ishaan_494,20000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Kabir_139,5000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Vihaan_58,15000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Bhavya_102,12000,Short-term,Furnished,Occasionally,No,Night Owl
Krishna_52,20000,Short-term,Unfurnished,Yes,No,Night Owl
Neha_1,12000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Rahul_317,10000,Long-term,Furnished,Yes,No,Night Owl
Gaurav_276,5000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Vivaan_280,25000,Long-term,Semi-furnished,No,No,Night Owl
Riya_46,20000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Divya_131,10000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Rajesh_232,5000,Short-term,Semi-furnished,No,No,Night Owl
Kabir_458,25000,Long-term,Furnished,Yes,No,Night Owl
Riya_8,25000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Rohan_497,5000,Long-term,Furnished,Occasionally,No,Day Scholar
Vihaan_483,5000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Tanya_459,20000,Long-term,Furnished,No,Occasionally,Day Scholar
Krishna_278,20000,Long-term,Furnished,Occasionally,No,Day Scholar
Vihaan_19,7000,Long-term,Furnished,Occasionally,Occasionally,Day Scholar
Aanya_233,10000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Neha_280,20000,Long-term,Furnished,No,Yes,Night Owl
Neha_249,12000,Long-term,Unfurnished,Occasionally,No,Night Owl
Ananya_348,12000,Short-term,Semi-furnished,No,No,Day Scholar
Rajesh_8,25000,Short-term,Furnished,Yes,No,Night Owl
Sarita_61,7000,Long-term,Unfurnished,Yes,Yes,Night Owl
Rahul_228,7000,Long-term,Unfurnished,Yes,Yes,Night Owl
Sarita_372,7000,Short-term,Unfurnished,Yes,No,Day Scholar
Ananya_51,10000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Aditya_254,20000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Preeti_77,12000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Arjun_210,7000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Ishita_292,7000,Short-term,Furnished,Yes,No,Night Owl
Vivaan_430,5000,Long-term,Unfurnished,Yes,No,Day Scholar
Aniket_187,20000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Tanya_497,25000,Short-term,Furnished,Occasionally,No,Night Owl
Rahul_353,25000,Long-term,Unfurnished,Occasionally,Yes,Night Owl
Divya_275,10000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Priya_263,20000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Vivaan_205,20000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Saanvi_15,25000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Yash_388,7000,Long-term,Semi-furnished,No,Yes,Day Scholar
Divya_263,25000,Short-term,Furnished,Occasionally,No,Night Owl
Avni_263,25000,Short-term,Furnished,Yes,Occasionally,Night Owl
Divya_465,25000,Short-term,Unfurnished,No,Yes,Day Scholar
Nisha_463,10000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Sneha_491,12000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Aarav_485,20000,Short-term,Unfurnished,No,No,Day Scholar
Saanvi_466,25000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Kabir_380,7000,Long-term,Furnished,Occasionally,No,Night Owl
Avni_471,15000,Long-term,Unfurnished,Yes,No,Night Owl
Arjun_348,7000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Saanvi_500,5000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Meera_277,7000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Swati_280,25000,Long-term,Furnished,No,Occasionally,Night Owl
Vihaan_443,5000,Long-term,Semi-furnished,No,Occasionally,Day Scholar
Pallavi_474,25000,Long-term,Furnished,Yes,Occasionally,Night Owl
Vikram_495,20000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Krishna_229,20000,Long-term,Unfurnished,No,No,Day Scholar
Yash_243,5000,Short-term,Furnished,Yes,No,Night Owl
Rajesh_423,10000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Aditya_492,10000,Long-term,Unfurnished,No,No,Day Scholar
Gaurav_469,10000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Priya_227,12000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Divya_336,7000,Long-term,Furnished,Yes,Occasionally,Night Owl
Arjun_447,15000,Short-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Ishaan_178,5000,Short-term,Unfurnished,Occasionally,No,Night Owl
Rajesh_284,15000,Long-term,Unfurnished,Occasionally,No,Night Owl
Aanya_457,7000,Long-term,Unfurnished,Yes,No,Day Scholar
Rajesh_195,10000,Long-term,Unfurnished,Occasionally,No,Night Owl
Bhavya_177,10000,Short-term,Unfurnished,No,Occasionally,Night Owl
Aanya_196,15000,Short-term,Furnished,No,Occasionally,Night Owl
Aryan_97,5000,Short-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Rekha_292,10000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Simran_138,20000,Short-term,Semi-furnished,Occasionally,Yes,Day Scholar
Ishaan_203,20000,Long-term,Furnished,No,No,Night Owl
Kavya_9,15000,Long-term,Furnished,No,No,Day Scholar
Nisha_308,20000,Long-term,Furnished,Occasionally,No,Night Owl
Riya_269,20000,Long-term,Furnished,No,Occasionally,Day Scholar
Sarita_444,5000,Long-term,Furnished,Yes,No,Day Scholar
Swati_5,20000,Short-term,Unfurnished,Yes,No,Day Scholar
Divya_326,12000,Short-term,Furnished,No,No,Night Owl
Neha_28,10000,Short-term,Unfurnished,Yes,No,Night Owl
Rohan_233,10000,Short-term,Furnished,Occasionally,Yes,Night Owl
Kavya_49,10000,Short-term,Unfurnished,Yes,Occasionally,Night Owl
Vihaan_43,5000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Swati_200,15000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Bhavya_137,5000,Short-term,Furnished,No,Yes,Day Scholar
Sarita_181,10000,Long-term,Unfurnished,Occasionally,No,Night Owl
Rahul_42,20000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Vikram_496,25000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Avni_179,7000,Long-term,Furnished,No,Yes,Day Scholar
Pallavi_448,10000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Kavya_254,20000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Tanya_158,20000,Short-term,Unfurnished,No,Yes,Night Owl
Rajesh_298,15000,Short-term,Unfurnished,Yes,Yes,Night Owl
Avni_98,12000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Manish_173,5000,Short-term,Furnished,Yes,No,Day Scholar
Saanvi_162,20000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Vihaan_456,20000,Long-term,Semi-furnished,No,Yes,Day Scholar
Simran_373,15000,Short-term,Semi-furnished,No,No,Night Owl
Simran_263,15000,Long-term,Semi-furnished,No,No,Night Owl
Ishita_270,15000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Rekha_274,12000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Ishita_267,5000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Preeti_413,5000,Long-term,Furnished,No,Yes,Day Scholar
Aditya_496,15000,Short-term,Unfurnished,Yes,No,Night Owl
Tanya_454,20000,Short-term,Furnished,No,Yes,Day Scholar
Manish_119,15000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Aryan_367,5000,Long-term,Semi-furnished,Occasionally,Yes,Night Owl
Manish_238,5000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Manish_258,20000,Short-term,Unfurnished,No,Occasionally,Night Owl
Neha_380,10000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Ishita_235,12000,Long-term,Semi-furnished,Yes,No,Night Owl
Preeti_65,7000,Short-term,Unfurnished,Yes,No,Day Scholar
Siddharth_309,5000,Long-term,Semi-furnished,No,No,Day Scholar
Vivaan_27,12000,Short-term,Furnished,No,Yes,Night Owl
Yash_2,15000,Short-term,Unfurnished,Occasionally,No,Night Owl
Swati_9,12000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Divya_349,12000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Aditya_465,25000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Kabir_223,20000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Ishaan_450,15000,Short-term,Furnished,Yes,Yes,Night Owl
Divya_307,7000,Short-term,Furnished,No,Occasionally,Day Scholar
Tanya_462,7000,Short-term,Furnished,Yes,No,Day Scholar
Siddharth_219,5000,Long-term,Unfurnished,No,No,Day Scholar
Aarav_253,15000,Long-term,Semi-furnished,No,Occasionally,Night Owl
Kavya_269,20000,Short-term,Unfurnished,No,Yes,Day Scholar
Rekha_183,5000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Bhavya_442,5000,Short-term,Furnished,Yes,Occasionally,Day Scholar
Rajesh_414,25000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Pooja_455,10000,Short-term,Furnished,Yes,Yes,Night Owl
Ishaan_331,20000,Long-term,Unfurnished,No,No,Night Owl
Nisha_91,15000,Short-term,Semi-furnished,Yes,No,Day Scholar
Vikram_136,15000,Long-term,Furnished,Occasionally,Yes,Day Scholar
Aniket_29,10000,Short-term,Semi-furnished,Yes,Yes,Day Scholar
Yash_195,7000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Pallavi_114,15000,Short-term,Furnished,No,No,Night Owl
Neha_213,15000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Saanvi_105,10000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Aanya_454,5000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Avni_139,12000,Long-term,Unfurnished,No,Yes,Night Owl
Saanvi_341,5000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Nisha_391,15000,Long-term,Unfurnished,No,Yes,Day Scholar
Ishaan_4,10000,Short-term,Unfurnished,Yes,Yes,Night Owl
Aditya_398,15000,Short-term,Unfurnished,No,Occasionally,Day Scholar
Sneha_234,10000,Long-term,Unfurnished,Occasionally,Yes,Day Scholar
Riya_379,10000,Short-term,Furnished,No,Occasionally,Night Owl
Rekha_337,5000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Yash_190,20000,Long-term,Furnished,No,Occasionally,Day Scholar
Sarita_123,10000,Long-term,Semi-furnished,Yes,Yes,Day Scholar
Simran_232,12000,Short-term,Unfurnished,Occasionally,Yes,Night Owl
Gaurav_72,12000,Long-term,Unfurnished,No,No,Night Owl
Kavya_9,5000,Short-term,Semi-furnished,Occasionally,No,Day Scholar
Vikram_72,10000,Long-term,Furnished,Yes,No,Day Scholar
Kabir_328,7000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Kabir_319,5000,Long-term,Unfurnished,Yes,Yes,Day Scholar
Yash_381,12000,Long-term,Unfurnished,Yes,Occasionally,Day Scholar
Riya_81,25000,Long-term,Semi-furnished,No,No,Day Scholar
Siddharth_284,10000,Long-term,Semi-furnished,No,Yes,Day Scholar
Kavya_120,25000,Long-term,Semi-furnished,Occasionally,Yes,Day Scholar
Manish_426,5000,Short-term,Semi-furnished,No,Yes,Day Scholar
Avni_252,25000,Long-term,Furnished,No,Yes,Day Scholar
Ananya_472,25000,Short-term,Furnished,No,No,Day Scholar
Rahul_340,25000,Short-term,Unfurnished,Occasionally,Yes,Day Scholar
Manish_466,10000,Short-term,Unfurnished,Occasionally,No,Night Owl
Sarita_367,7000,Long-term,Semi-furnished,Occasionally,Occasionally,Day Scholar
Vivaan_446,7000,Short-term,Furnished,No,No,Day Scholar
Aarav_383,7000,Short-term,Semi-furnished,No,No,Day Scholar
Kavya_390,7000,Long-term,Semi-furnished,Yes,No,Night Owl
Arjun_363,12000,Long-term,Semi-furnished,Yes,Occasionally,Night Owl
Rajesh_30,10000,Short-term,Unfurnished,Yes,No,Day Scholar
Priya_83,7000,Short-term,Unfurnished,No,Occasionally,Night Owl
Sarita_171,5000,Short-term,Semi-furnished,Yes,No,Night Owl
Swati_268,5000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Pooja_286,7000,Short-term,Furnished,Yes,No,Day Scholar
Nisha_29,20000,Short-term,Furnished,No,No,Day Scholar
Sneha_81,25000,Short-term,Semi-furnished,Yes,No,Day Scholar
Priya_126,10000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Sarita_465,7000,Short-term,Semi-furnished,Yes,No,Night Owl
Meera_367,20000,Short-term,Furnished,No,Yes,Day Scholar
Rekha_37,25000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Neha_307,20000,Short-term,Unfurnished,No,Yes,Day Scholar
Avni_204,25000,Long-term,Furnished,No,No,Night Owl
Ananya_84,5000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Swati_496,12000,Short-term,Unfurnished,Occasionally,Occasionally,Night Owl
Avni_10,10000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Preeti_123,15000,Short-term,Unfurnished,Occasionally,No,Day Scholar
Ananya_378,7000,Long-term,Furnished,No,Occasionally,Day Scholar
Aanya_437,12000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Aanya_63,12000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Swati_392,5000,Short-term,Furnished,Occasionally,No,Day Scholar
Priya_16,5000,Short-term,Furnished,No,Occasionally,Day Scholar
Gaurav_449,7000,Long-term,Unfurnished,Occasionally,Occasionally,Night Owl
Ishita_198,15000,Short-term,Semi-furnished,Yes,Occasionally,Day Scholar
Rahul_194,15000,Long-term,Unfurnished,No,No,Night Owl
Meera_314,12000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Riya_213,12000,Short-term,Furnished,Yes,Yes,Night Owl
Krishna_490,5000,Long-term,Furnished,No,Yes,Night Owl
Avni_444,15000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Pallavi_362,5000,Short-term,Furnished,Occasionally,Occasionally,Day Scholar
Rohan_468,12000,Short-term,Furnished,Yes,Yes,Day Scholar
Neha_336,5000,Long-term,Semi-furnished,Yes,Occasionally,Day Scholar
Rekha_480,25000,Long-term,Semi-furnished,Yes,Yes,Night Owl
Vivaan_131,7000,Short-term,Furnished,No,Yes,Night Owl
Ishita_453,10000,Long-term,Semi-furnished,Occasionally,Occasionally,Night Owl
Vikram_311,7000,Long-term,Unfurnished,Occasionally,No,Day Scholar
Krishna_290,12000,Long-term,Furnished,Yes,Occasionally,Night Owl
Rohan_450,12000,Long-term,Furnished,No,No,Night Owl
Simran_229,7000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Arjun_384,5000,Long-term,Furnished,Yes,Yes,Night Owl
Simran_409,7000,Short-term,Semi-furnished,No,Occasionally,Day Scholar
Pooja_70,15000,Short-term,Unfurnished,No,Occasionally,Night Owl
Pooja_301,7000,Short-term,Unfurnished,Yes,Occasionally,Day Scholar
Ananya_332,5000,Long-term,Furnished,Yes,No,Night Owl
Aniket_26,7000,Long-term,Unfurnished,Yes,Occasionally,Night Owl
Swati_43,12000,Short-term,Semi-furnished,No,Yes,Night Owl
Ananya_354,25000,Short-term,Semi-furnished,No,No,Day Scholar
Sarita_171,5000,Long-term,Unfurnished,No,Yes,Night Owl
Neha_52,5000,Short-term,Furnished,Yes,Occasionally,Night Owl
Ananya_248,20000,Long-term,Furnished,Yes,No,Day Scholar
Aanya_238,20000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Rajesh_320,20000,Short-term,Semi-furnished,No,Occasionally,Night Owl
Aryan_308,7000,Long-term,Furnished,Occasionally,No,Night Owl
Arjun_500,5000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Vihaan_401,15000,Short-term,Unfurnished,No,No,Night Owl
Avni_70,7000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Vikram_46,20000,Long-term,Furnished,Occasionally,Occasionally,Night Owl
Saanvi_245,20000,Short-term,Semi-furnished,Yes,Yes,Night Owl
Rekha_168,12000,Short-term,Furnished,Occasionally,Occasionally,Night Owl
Krishna_413,5000,Short-term,Furnished,Occasionally,No,Day Scholar
Priya_381,5000,Short-term,Semi-furnished,No,No,Day Scholar
Vivaan_308,20000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Aryan_126,5000,Short-term,Unfurnished,No,Yes,Day Scholar
Yash_301,25000,Long-term,Furnished,Yes,Occasionally,Night Owl
Kabir_30,10000,Short-term,Furnished,No,Occasionally,Day Scholar
Rohan_322,7000,Short-term,Semi-furnished,Occasionally,Yes,Night Owl
Rajesh_498,15000,Short-term,Furnished,No,Yes,Night Owl
Arjun_175,7000,Short-term,Furnished,No,Yes,Night Owl
Krishna_174,10000,Long-term,Semi-furnished,Occasionally,No,Night Owl
Vivaan_258,15000,Long-term,Furnished,No,Yes,Day Scholar
Rekha_168,12000,Long-term,Furnished,Yes,Occasionally,Day Scholar
Tanya_482,12000,Long-term,Unfurnished,No,Yes,Night Owl
Simran_402,15000,Short-term,Semi-furnished,Occasionally,No,Night Owl
Sarita_333,15000,Long-term,Furnished,No,No,Night Owl
Pooja_291,20000,Long-term,Unfurnished,Occasionally,Occasionally,Day Scholar
Aditya_235,7000,Short-term,Semi-furnished,Yes,Occasionally,Night Owl
Divya_182,20000,Short-term,Furnished,Yes,Occasionally,Night Owl
Avni_280,20000,Short-term,Unfurnished,Yes,Yes,Day Scholar
Rohan_163,12000,Short-term,Furnished,Yes,Occasionally,Night Owl
Aniket_12,12000,Long-term,Semi-furnished,No,No,Night Owl
